[DEBUG] [2021-07-09 11:22:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 124730023b9c40e8bc81d7422ddf26a0, msgType : 19
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration' via constructor to bean named 'spring.resources-org.springframework.boot.autoconfigure.web.ResourceProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'conventionErrorViewResolver'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'errorAttributes'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'basicErrorController'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'basicErrorController' via factory method to bean named 'errorAttributes'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.resources-org.springframework.boot.autoconfigure.web.ResourceProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@456d6c1e'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.resources-org.springframework.boot.autoconfigure.web.ResourceProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@456d6c1e'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'requestMappingHandlerAdapter'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcContentNegotiationManager'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcValidator'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerAdapter' via factory method to bean named 'mvcContentNegotiationManager'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerAdapter' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerAdapter' via factory method to bean named 'mvcValidator'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerAdapter' via factory method to bean named 'mvcContentNegotiationManager'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerAdapter' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerAdapter' via factory method to bean named 'mvcValidator'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'messageConverters'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'stringHttpMessageConverter'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'stringHttpMessageConverter' via factory method to bean named 'environment'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mappingJackson2HttpMessageConverter'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'jacksonObjectMapper'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'standardJacksonObjectMapperBuilderCustomizer'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'standardJacksonObjectMapperBuilderCustomizer' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f9b2141'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'standardJacksonObjectMapperBuilderCustomizer' via factory method to bean named 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'jacksonObjectMapperBuilder' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f9b2141'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'jacksonObjectMapperBuilder' via factory method to bean named 'standardJacksonObjectMapperBuilderCustomizer'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'parameterNamesModule'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'jsonComponentModule'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'jacksonObjectMapper' via factory method to bean named 'jacksonObjectMapperBuilder'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'mappingJackson2HttpMessageConverter' via factory method to bean named 'jacksonObjectMapper'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'applicationTaskExecutor'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'applicationTaskExecutor' via factory method to bean named 'taskExecutorBuilder'
[DEBUG] [2021-07-09 11:23:10] ExecutorConfigurationSupport.initialize(181) | Initializing ExecutorService 'applicationTaskExecutor'
[DEBUG] [2021-07-09 11:23:10] RequestMappingHandlerAdapter.initControllerAdviceCache(625) | ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'requestMappingHandlerMapping'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcResourceUrlProvider'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcContentNegotiationManager'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcContentNegotiationManager'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
[DEBUG] [2021-07-09 11:23:10] AbstractHandlerMethodMapping.detectHandlerMethods(294) | 
	c.e.d.c.ChainController:
	{POST [/v1/chain/genId]}: genId(String,String)
	{POST [/v1/chain/initHead]}: initHead(String,String,String,String,String)
	{POST [/v1/chain/giveRight]}: giveRight(String,String,String,String)
	{POST [/v1/chain/addNode]}: addNode(String,String,String,String,String)
[DEBUG] [2021-07-09 11:23:10] AbstractHandlerMethodMapping.detectHandlerMethods(294) | 
	c.e.d.c.QueryController:
	{POST [/v1/query/showPath]}: showPath(String)
	{POST [/v1/query/showPortList]}: showPortList()
[DEBUG] [2021-07-09 11:23:10] AbstractHandlerMethodMapping.detectHandlerMethods(294) | 
	c.e.d.c.UserController:
	{POST [/v1/usr/signin]}: signin(String,String)
	{POST [/v1/usr/signup]}: signup(String,String,int,String)
[DEBUG] [2021-07-09 11:23:10] AbstractHandlerMethodMapping.detectHandlerMethods(294) | 
	o.s.b.a.w.s.e.BasicErrorController:
	{ [/error]}: error(HttpServletRequest)
	{ [/error], produces [text/html]}: errorHtml(HttpServletRequest,HttpServletResponse)
[DEBUG] [2021-07-09 11:23:10] AbstractHandlerMethodMapping.handlerMethodsInitialized(361) | 10 mappings in 'requestMappingHandlerMapping'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'welcomePageHandlerMapping'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f9b2141'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'localeResolver'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'themeResolver'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'flashMapManager'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcPatternParser'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcUrlPathHelper'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'mvcPathMatcher'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'viewControllerHandlerMapping'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'beanNameHandlerMapping'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcConversionService'
[DEBUG] [2021-07-09 11:23:10] ConstructorResolver.createArgumentArray(808) | Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
[DEBUG] [2021-07-09 11:23:10] AbstractDetectingUrlHandlerMapping.detectHandlers(86) | 'beanNameHandlerMapping' {}
[DEBUG] [2021-07-09 11:23:10] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'routerFunctionMapping'
